match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,comprehensive_momentum_1,comprehensive_momentum_2,serve_width_B,serve_width_BC,serve_width_BW,serve_width_C,serve_width_W,serve_depth_CTL,serve_depth_NCTL,return_depth_D,return_depth_ND
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:00:00,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.969,6.793,1,119.0,W,NCTL,D,0.0,0.0,0,0,0,0,1,0,1,1,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:00:20,1,1,2,0,0,0,0,0,15,2,1,2,0,2,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18.003,18.914,5,125.0,C,NCTL,D,-0.020106688524590167,0.024706688524590167,0,0,0,1,0,0,1,1,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:00:47,1,1,3,0,0,0,0,0,30,2,1,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.027,1.278,1,116.0,BW,NCTL,,-0.08113902934207651,0.10165286934207651,0,0,1,0,0,0,1,0,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:01:09,1,1,4,0,0,0,0,0,40,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.379,42.57,10,125.0,W,CTL,ND,-0.1991086018597189,0.25869462395699894,0,0,0,0,1,1,0,0,1
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:01:51,1,1,5,0,0,0,0,15,40,2,2,2,1,4,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.885,24.251,7,109.0,W,NCTL,D,-0.33664012430149964,0.46451694826508716,0,0,0,0,1,0,1,1,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:03:27,1,2,6,0,0,0,1,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.556,2.727,1,112.0,W,CTL,,-0.5112217994831011,0.6840171352285204,0,0,0,0,1,1,0,0,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:03:47,1,2,7,0,0,0,1,15,0,1,1,1,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.737,3.539,1,121.0,C,NCTL,,-0.6879992758653048,0.9350854861875811,0,0,0,1,0,0,1,0,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:04:06,1,2,8,0,0,0,1,30,0,1,1,1,4,4,0,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.495,9.47,3,125.0,C,NCTL,,-0.8347858067081451,1.1753223592586965,0,0,0,1,0,0,1,0,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:04:28,1,2,9,0,0,0,1,40,0,1,1,1,5,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.049,2.935,1,122.0,W,NCTL,,-0.923564741588787,1.3927210267037573,0,0,0,0,1,0,1,0,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:05:00,1,3,10,0,0,1,1,0,0,2,2,1,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.548,28.269,8,100.0,BC,NCTL,D,-0.9328413844915967,1.5858667987356303,0,1,0,0,0,0,1,1,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:05:49,1,3,11,0,0,1,1,15,0,2,1,2,6,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535,0.923,1,125.0,C,NCTL,,-0.8477876374349993,1.5847809135228044,0,0,0,1,0,0,1,0,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:06:16,1,3,12,0,0,1,1,15,15,2,1,1,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.159,12.016,2,129.0,C,CTL,D,-0.522288456655498,1.309913937693273,0,0,0,1,0,1,0,1,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:06:48,1,3,13,0,0,1,1,30,15,2,2,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.582,48.006,9,99.0,W,CTL,ND,0.054801785543981116,0.7578531376578752,0,0,0,0,1,1,0,0,1
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:07:43,1,3,14,0,0,1,1,30,30,2,2,1,8,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.699,3.56,0,,C,CTL,,0.8093937832636553,0.007207832277673187,0,0,0,1,0,1,0,0,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:08:23,1,3,15,0,0,1,1,40,30,2,2,1,9,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3.91,3.929,0,,BW,CTL,,1.2402039164905563,-0.3648442068012877,0,0,1,0,0,1,0,0,0
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,00:10:17,1,4,16,0,0,2,1,0,0,1,2,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.705,5.218,1,105.0,BW,NCTL,D,2.019464378667751,-1.0695592634027662,0,0,1,0,0,0,1,1,0
