match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,comprehensive_momentum_1,comprehensive_momentum_2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:00:00,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.008,5.212,1,109.0,W,CTL,,0.0,0.0
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:00:31,1,1,2,0,0,0,0,0,15,2,2,1,1,1,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.804,13.208,4,105.0,BC,NCTL,D,-0.02014448087431694,0.02474448087431694
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:01:15,1,1,3,0,0,0,0,15,15,2,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918,0.587,1,125.0,C,NCTL,,-0.0374082632568306,0.0487221032568306
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:01:38,1,1,4,0,0,0,0,15,30,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.413,32.779,6,87.0,B,NCTL,ND,-0.07124499251559449,0.0932873282128745
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:02:39,1,1,5,0,0,0,0,30,30,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.832,2.376,1,112.0,W,NCTL,ND,-0.09436034224095928,0.13058640926016174
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:03:03,1,1,6,0,0,0,0,30,40,2,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.453,73.784,19,88.0,W,NCTL,D,-0.12676575560159048,0.17980589490251817
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:05:15,1,2,7,0,0,0,1,0,0,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.651,8.25,1,109.0,W,CTL,D,-0.21690850715589882,0.2994071900669507
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:05:35,1,2,8,0,0,0,1,15,0,1,2,2,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.279,53.489,12,85.0,W,NCTL,D,-0.3300674738424973,0.4657661309781375
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:06:30,1,2,9,0,0,0,1,15,15,1,1,2,3,6,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.953,28.995,10,126.0,BC,NCTL,ND,-0.49501464900545905,0.6946672852258775
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:07:13,1,2,10,0,0,0,1,15,30,1,2,1,4,6,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,41.102,37.596,11,92.0,BW,NCTL,ND,-0.7285767379030059,1.0166717434763637
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:08:10,1,2,11,0,0,0,1,30,30,1,1,1,5,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.848,1,125.0,C,NCTL,,-0.9767195166701964,1.3838201335404516
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:08:34,1,2,12,0,0,0,1,40,30,1,1,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.677,7.35,1,131.0,W,NCTL,D,-1.012302633377729,1.5213368100034008
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:09:11,1,3,13,0,0,1,1,0,0,2,2,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.366,18.752,5,89.0,BC,NCTL,ND,-1.2600871922119108,1.9693529462103885
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:09:54,1,3,14,0,0,1,1,0,15,2,2,1,7,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.225,6.206,0,,BC,CTL,ND,-1.2825045974934906,1.9711344581841785
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:11:09,1,3,15,0,0,1,1,15,15,2,2,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.338,0.838,1,105.0,BW,NCTL,,-1.5649410676468791,2.2843446139345853
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:11:50,1,3,16,0,0,1,1,15,30,2,1,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.372,3.732,1,124.0,W,CTL,D,-1.6343547273710575,2.3437822786738627
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:12:12,1,3,17,0,0,1,1,15,40,2,1,2,7,10,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,53.415,47.626,13,124.0,C,CTL,ND,-1.2098121659327727,1.9116402047951686
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:14:12,1,4,18,0,0,1,2,0,0,1,2,1,8,10,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.34,25.659,7,99.0,BC,NCTL,D,-1.1097476568180993,1.8436733595137027
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:14:50,1,4,19,0,0,1,2,15,0,1,1,1,9,10,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.859,8.93,3,126.0,BC,NCTL,ND,-0.7484712172078865,1.5079431909618348
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:15:12,1,4,20,0,0,1,2,30,0,1,1,1,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.568,14.044,3,127.0,C,NCTL,D,-0.10367153590887693,0.9523146324578986
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:15:33,1,4,21,0,0,1,2,40,0,1,2,2,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.705,35.602,12,98.0,B,NCTL,D,0.15907971706815055,0.7558508462872733
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:16:37,1,4,22,0,0,1,2,40,15,1,2,1,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.313,9.241,1,92.0,BC,CTL,ND,0.13436636820765982,0.8137074261019291
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:17:32,1,5,23,0,0,2,2,0,0,2,2,1,12,11,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.273,10.95,4,85.0,C,NCTL,ND,-0.13221378139806747,1.1119112020971753
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:18:12,1,5,24,0,0,2,2,15,0,2,1,2,12,12,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.043,5.919,3,118.0,C,CTL,,-0.09786850510604012,1.0580867625319388
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:18:39,1,5,25,0,0,2,2,15,15,2,1,2,12,13,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26.488,15.014,5,112.0,W,CTL,ND,-0.26114907980119567,1.2615543707907653
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:19:13,1,5,26,0,0,2,2,15,30,2,2,2,12,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.447,4.503,1,87.0,B,NCTL,ND,-0.21481500677340404,1.237307499466381
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,00:19:52,1,5,27,0,0,2,2,15,40,2,1,2,12,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.846,8.286,3,125.0,C,CTL,ND,-0.00012507203497696961,1.0253527971438159
