match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,comprehensive_momentum_1,comprehensive_momentum_2
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:00:00,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.382,9.02,3,122.0,C,NCTL,ND,0.0,0.0
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:00:21,1,1,2,0,0,0,0,15,0,1,2,1,2,0,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.667,10.946,3,95.0,BW,NCTL,ND,0.025203344262295084,-0.020603344262295084
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:00:59,1,1,3,0,0,0,0,30,0,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.144,3.33,1,119.0,W,NCTL,D,0.10177174953442622,-0.08125790953442621
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:01:20,1,1,4,0,0,0,0,40,0,1,2,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.033,1.512,0,,BW,CTL,,0.2576453705031062,-0.19805934840582623
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:02:01,1,1,5,0,0,0,0,40,15,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.757,10.554,1,121.0,C,NCTL,ND,0.4704479191229437,-0.3425710951593563
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:02:50,1,2,6,0,0,1,0,0,0,2,1,2,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,1.166,1,103.0,W,CTL,,0.7000813079570591,-0.52728597221164
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:03:05,1,2,7,0,0,1,0,0,15,2,1,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.608,27.487,7,122.0,C,CTL,ND,0.9637687623455646,-0.7166825520232885
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:03:36,1,2,8,0,0,1,0,0,30,2,2,1,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.814,8.178,2,99.0,BC,NCTL,D,1.2143575805960458,-0.8738210280454942
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:04:13,1,2,9,0,0,1,0,15,30,2,1,2,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.263,17.453,5,124.0,BW,CTL,ND,1.4814120274787466,-1.021455742363776
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:04:37,1,2,10,0,0,1,0,15,40,2,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.715,8.68,2,128.0,BC,NCTL,ND,1.7517484215513421,-1.128988576257666
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:05:02,1,2,11,0,0,1,0,30,40,2,2,2,6,5,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30.959,17.875,5,95.0,BW,CTL,D,2.0169290556490624,-1.2235230137995738
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:05:53,1,3,12,0,0,1,1,0,0,1,1,2,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.58,14.027,4,118.0,C,NCTL,ND,2.0717350845842115,-1.091046890047842
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:06:38,1,3,13,0,0,1,1,0,15,1,1,2,6,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20.464,23.632,4,124.0,W,CTL,ND,1.6407341976562217,-0.733461056096116
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:07:12,1,3,14,0,0,1,1,0,30,1,1,2,6,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.036,17.747,2,118.0,W,CTL,ND,0.9710014356333868,-0.14768948493257106
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:07:37,1,3,15,0,0,1,1,0,40,1,2,2,6,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,11.378,13.475,2,101.0,W,CTL,ND,0.5480450272752334,0.23494399419183143
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:09:27,1,4,16,0,0,1,2,0,0,2,2,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.759,15.471,3,94.0,BC,NCTL,ND,-0.1825223504409631,0.962844521668131
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:10:00,1,4,17,0,0,1,2,0,15,2,1,2,6,11,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.416,9.397,3,112.0,W,NCTL,ND,-0.7558761597488144,1.5519670779078505
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:10:22,1,4,18,0,0,1,2,0,30,2,1,2,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.604,5.976,1,127.0,C,NCTL,D,-1.161584855733015,2.014140670366249
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:10:52,1,4,19,0,0,1,2,0,40,2,1,2,6,13,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864,0.627,1,127.0,C,NCTL,,-1.8763325907283077,2.997420413235859
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:11:22,1,5,20,0,0,1,3,0,0,1,1,1,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.796,5.547,1,125.0,C,CTL,ND,-2.4496488958014173,3.9393115374794987
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:11:39,1,5,21,0,0,1,3,15,0,1,1,1,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,6.365,1,122.0,W,CTL,D,-3.288703597225684,5.730605448439865
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:11:53,1,5,22,0,0,1,3,30,0,1,1,1,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,4.312,1,121.0,C,NCTL,ND,-3.894246902077776,6.5404063793795215
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:12:07,1,5,23,0,0,1,3,40,0,1,1,2,9,14,0,0,0,0,0,1,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.824,5.292,2,119.0,C,CTL,ND,-4.2394692787483255,7.2977815615890265
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:12:32,1,5,24,0,0,1,3,40,15,1,2,1,10,14,1,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16.877,13.471,5,111.0,BC,NCTL,,-4.367597508199724,8.031336909979503
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:14:19,1,6,25,0,0,2,3,0,0,2,1,2,10,15,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,32.377,25.395,7,114.0,W,NCTL,ND,-4.280939359352061,8.850168879831138
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:14:46,1,6,26,0,0,2,3,0,15,2,2,2,10,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,10.937,13.715,3,94.0,BW,NCTL,ND,-3.824381715533785,7.806013013052701
2023-wimbledon-1404,Christopher Eubanks,Stefanos Tsitsipas,00:15:35,1,6,27,0,0,2,3,0,30,2,2,1,11,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.306,1.187,0,,C,CTL,,-3.2845556153476023,6.783879832024626
