match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,comprehensive_momentum_1,comprehensive_momentum_2
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:00:00,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.483,8.977,3,119.0,BW,NCTL,D,0.0,0.0
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:00:19,1,1,2,0,0,0,0,0,15,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.511,6.867,1,101.0,BW,CTL,D,-0.020801967213114753,0.025401967213114753
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:00:44,1,1,3,0,0,0,0,0,30,2,2,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.996,2.791,1,104.0,B,NCTL,ND,-0.08130138308196722,0.10181522308196721
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:01:14,1,1,4,0,0,0,0,0,40,2,1,2,0,4,2,0,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.42,26.392,7,128.0,W,CTL,ND,-0.19761741344404354,0.2572034355413235
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:02:35,1,2,5,0,0,0,1,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.901,37.772,11,120.0,B,NCTL,D,-0.38637453583829795,0.5276513598018855
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:03:16,1,2,6,0,0,0,1,15,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.293,10.621,3,124.0,BC,NCTL,D,-0.6012349379694063,0.8951025253519457
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:03:41,1,2,7,0,0,0,1,30,0,1,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.722,9.134,2,120.0,W,CTL,D,-0.8056889626112794,1.1964091647102673
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:04:11,1,2,8,0,0,0,1,30,15,1,2,2,2,6,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.905,30.686,6,103.0,B,NCTL,ND,-1.0175816529082318,1.536494046762296
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:04:57,1,2,9,0,0,0,1,30,30,1,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.695,15.593,1,129.0,C,NCTL,D,-1.255463786056536,1.9446153971976765
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:05:24,1,2,10,0,0,0,1,40,30,1,1,1,4,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0.646,1,129.0,W,CTL,,-1.4817423485750532,2.3873246567957787
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:05:57,1,3,11,0,0,1,1,0,0,2,1,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.041,11.013,3,116.0,W,CTL,D,-1.6644336055348827,2.801501345592068
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:06:26,1,3,12,0,0,1,1,0,15,2,1,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.969,4.027,1,124.0,BC,NCTL,ND,-1.645633310062432,2.7645100259501576
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:06:48,1,3,13,0,0,1,1,0,30,2,1,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.289,13.593,3,128.0,C,NCTL,ND,-1.4715109781286264,2.564696321792548
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:07:13,1,3,14,0,0,1,1,0,40,2,2,2,4,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.108,7.024,3,108.0,B,CTL,D,-1.1755116911175123,2.232315832263636
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:09:07,1,4,15,0,0,1,2,0,0,1,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.538,5.736,1,131.0,C,NCTL,ND,-0.7168513667254537,1.7472855064908495
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:09:34,1,4,16,0,0,1,2,15,0,1,1,1,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.525,17.017,5,121.0,BW,CTL,ND,-0.7085994188604423,1.6800772543553633
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:10:04,1,4,17,0,0,1,2,30,0,1,1,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.767,15.156,3,117.0,W,CTL,ND,-0.9574790469936184,1.8723627377349188
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:10:30,1,4,18,0,0,1,2,40,0,1,2,2,7,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.153,0.931,0,,B,CTL,,-0.9159048715225913,1.8517125687585225
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:11:04,1,4,19,0,0,1,2,40,15,1,1,1,8,11,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623,0.565,1,117.0,W,CTL,,-0.5794238481146319,1.6344641789880805
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:11:40,1,5,20,0,0,2,2,0,0,2,1,1,9,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.056,4.159,2,123.0,C,NCTL,ND,-0.5449456056223957,1.6580821020213672
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:11:56,1,5,21,0,0,2,2,15,0,2,1,2,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.576,32.512,9,124.0,BW,CTL,ND,-0.7212844555980734,1.8716361250673879
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:12:33,1,5,22,0,0,2,2,15,15,2,2,2,9,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.904,8.856,3,108.0,B,NCTL,ND,-0.66022781515079,1.81598594680178
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:14:03,1,5,23,0,0,2,2,15,30,2,1,1,10,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.391,4.392,2,120.0,C,NCTL,D,-0.41616131778420123,1.565588392054359
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:14:32,1,5,24,0,0,2,2,30,30,2,1,1,11,13,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.804,6.887,4,114.0,B,NCTL,ND,0.026090179037570296,1.093652340931632
2023-wimbledon-1503,Jannik Sinner,Roman Safiullin,00:15:02,1,5,25,0,0,2,2,40,30,2,1,2,11,14,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23.793,15.383,5,120.0,BC,NCTL,ND,0.6993000479352238,0.3959725994450927
